Record,Title,Cover Image Link,Author,Publisher,Date,Price,Pages,Binding,Tag,Publication Type,Note
1031205,"Astounding Science-Fiction, May 1945",https://isfdb.org/wiki/images/a/a9/STNDNGSCNB1945.jpg,"John W. Campbell, Jr.",Atlas Publishing and Distribution Co. Ltd,1945-05-00,-/9,64,pulp,STNDNGSCNB1945,MAGAZINE,"Vol. IV No. 10.
6&#8243; x 8.75&#8243;, cover: Killdozer! after <a href=""https://www.isfdb.org/cgi-bin/title.cgi?1709975"">William Timmins</a> indicating a repainting of the original US cover by an unknown artist.
Partial reprint of the November 1944 (US) issue plus the editorial from the September 1944 (US) issue. Data from FictionMags"
61760,"Thrilling Wonder Stories, Spring 1945",http://www.philsp.com/data/images/t/thrilling_wonder_stories_1945spr.jpg,"Sam Merwin, Jr.","Standard Magazines, Inc.",1945-05-00,$0.15,116,pulp,TWONSSPRING1945,MAGAZINE,"<ul>
<li>Publication month from Ashley's ""The Time Machine"".
<li>Data from <a href=""https://archive.org/details/Thrilling_Wonder_Stories_v27n01_Standard_Spring_1945"">archive.org</a>.
<li>Cover illustrates ""Devils from Darconia"".
</ul>"
243889,"Fantastic Story Magazine, March 1953",http://www.philsp.com/data/images/f/fantastic_story_195303.jpg,Samuel Mines,"Best Books, Inc.",1953-03-00,$0.25,148,pulp,FSYMAR53,MAGAZINE,"Vol. 5, No. 2.<br>Interior artwork credits based upon signatures.<br>""The Best Laid Scheme"" is listed without a hyphen on the table of contents, the title page of the story, and the header pages of the story.<br>""Shadow Over Mars"" is about 42,000 words long based upon a random word count of four lines from each of 12 pages."
1031228,"Astounding Science-Fiction, March 1946",https://isfdb.org/wiki/images/0/02/STNDNGSCNF1946.jpg,"John W. Campbell, Jr.",Atlas Publishing and Distribution Co. Ltd,1946-03-00,-/9,64,pulp,STNDNGSCNF1946,MAGAZINE,"Vol. V No. 3.
6&#8243; x 8.75&#8243;, cover: Giant Killer after <a href=""https://www.isfdb.org/cgi-bin/title.cgi?1713409"">William Timmins</a>.
Partial reprint of the October 1945 (US) issue plus single stories from each of the October 1944, February 1945 & May 1945 (US) issues.
Data from FictionMags"
1031206,"Astounding Science Fiction, July 1946",https://isfdb.org/wiki/images/a/a6/STNDNGSCNB1946.jpg,"John W. Campbell, Jr.",Atlas Publishing and Distribution Co. Ltd,1946-07-00,-/9,64,pulp,STNDNGSCNB1946,MAGAZINE,"Vol. V No. 5.
6&#8243; x 8.75&#8243;, cover: Special Knowledge after <a href=""https://www.isfdb.org/cgi-bin/title.cgi?1713406"">William Timmins</a>.
Partial reprint of the February 1946 (US) issue plus one story from the July 1944 (US) issue."
60694,"Startling Stories, March 1946",https://www.isfdb.org/wiki/images/0/01/STARTLMAR1946.jpg,"Sam Merwin, Jr.","Better Publications, Inc.; Chicago",1946-03-00,$0.15,116,pulp,STARTLMAR1946,MAGAZINE,"Vol. 13, No. 2.
Cover illustrates ""Valley of the Flame"".
Tuck and Ashley credit Merwin as the editor.
Credit for the artwork based upon signatures except for ""Valley of the Flame"" which is credited Wilbur Thomas in the reply to a letter on page 98 of the Summer, 1946 issue of Startling stories."
257245,"Science Fiction Yearbook, Number 2",https://www.isfdb.org/wiki/images/6/66/SCNCFCTNRB1968.jpg,Helen Tono,"Popular Library, Inc.",1968-00-00,$0.50,100,pulp,SCNCFCTNRB1968,MAGAZINE,"Attributions for interior art from signature if present and legible. The illustrations on the inside covers appear to be reprints but their original publication dates could not be determined.<br>Hamilton's story is probably illustrated by Marchioni (signature quite unreadable on top right).
deFord's name is printed as ""de Ford"" on story title page. Her name has been standardized as deFord below per ISFDB rules on spaces in names."
424336,"Astounding Science Fiction, April 1949",https://isfdb.org/wiki/images/5/52/STNDNGSCNC1949.jpg,"John W. Campbell, Jr.",Atlas Publishing and Distribution Co. Ltd,1949-04-00,1/-,68,pulp,STNDNGSCNC1949,MAGAZINE,"Vol. VI No. 9
Partial reprint of the May 1948 and March 1946 (US) issues. Editor, cover and story artists from US editions and FictionMags."
359563,"Astounding Science Fiction, September 1946",https://www.isfdb.org/wiki/images/5/54/STNDNGSCNC1946.jpg,"John W. Campbell, Jr.",Atlas Publishing and Distribution Co. Ltd,1946-09-00,0/9,64,pulp,STNDNGSCNC1946,MAGAZINE,"Vol. V No. 6
6&#8243; x 8.75&#8243;, cover: The Nightmare after<a href=""https://www.isfdb.org/cgi-bin/title.cgi?1713387"">William Timmins</a>.
Partial reprint of the May 1946 (US) issue plus one story from the January 1946 (US) issue.
Note the total absence of paratext.<br>Note that Brown's surname is spelled ""Frederic"" on title page but ""Fredric"" on TOC.
Data from FictionMags"
1031277,"Astounding Science Fiction, April 1947",https://isfdb.org/wiki/images/f/fd/STNDNGSCNB1947.jpg,"John W. Campbell, Jr.",Atlas Publishing and Distribution Co. Ltd,1947-04-00,-/9,64,pulp,STNDNGSCNB1947,MAGAZINE,"v5 #9
6&#8243; x 8.75&#8243;, cover: Cold Front after <a href=""https://www.isfdb.org/cgi-bin/title.cgi?1713392"">William Timmins</a>.
Partial reprint of the July 1946 (US) issue. Data from FictionMags"
61707,"Thrilling Wonder Stories, Fall 1946",http://www.philsp.com/data/images/t/thrilling_wonder_stories_1946fal.jpg,"Sam Merwin, Jr.","Standard Magazines, Inc.",1946-10-00,$0.15,116,pulp,TWONSFALL1946,MAGAZINE,"Vol XXIX, No 1. Cover illustrates ""Call Him Demon."" Attributions for illustrations from credit or signatures using most complete form of the artists' names in this issue. Publication month from Ashley's ""The Time Machines""."
62274,"Wonder Story Annual, 1953",http://www.philsp.com/data/images/w/wonder_story_annual_1953.jpg,Samuel Mines,"Best Books, Inc.",1953-01-00,$0.25,164,pulp,WONSTAN1953,MAGAZINE,Vol. 2 No. 1 1953 Edition. Artwork attributions based on signatures.
931840,"Astounding Science Fiction, January 1947",https://isfdb.org/wiki/images/f/fc/STNDNGSCNC1947.jpg,"John W. Campbell, Jr.",Atlas Publishing and Distribution Co. Ltd,1947-01-00,-/9,64,pulp,STNDNGSCNC1947,MAGAZINE,"Vol. V No. 8, British Edition.
6&#8243; x 8.75&#8243;, cover: The Toymaker after <a href=""https://www.isfdb.org/cgi-bin/title.cgi?1713383"">William Timmins</a> . i.e. Timmins' original cover was repainted by an unknown artist. The cover is not credited.
Partial reprint of the September 1946 (US) issue plus one story from the June 1946 (US) issue."
60658,"Startling Stories, Fall 1946",https://www.isfdb.org/wiki/images/1/12/STARTLFALL1946.jpg,"Sam Merwin, Jr.","Better Publications, Inc.",1946-10-00,$0.15,116,pulp,STARTLFALL1946,MAGAZINE,"Vol 14, No 2. Cover illustrates ""The Solar Invasion."" Attributions for illustrations from credit or signatures using most complete form of the artists' names in this issue. Contento and Ashley give this issue a date of October 1946."
58053,"Famous Fantastic Mysteries, October 1946",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_194610.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1946-10-00,$0.25,132,pulp,FAMFANMYSOCT1946,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58001"">Aug. 1946</a>&#8592;Oct. 1946&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58013"">Dec. 1946</a><br/>
<!--isfdb specific-->
Vol. 8, No. 1.<br>The editor is not credited but Day and Ashley credit Gnaedinger.<br>Lawrence and Finlay are credited as the interior artists on the table of contents. Finlay signs his work and Lawrence is presumed to be responsible for the other works.<br>Finlay's signature for Daemon is appended with the words ""Oahu, Hawaii 1945"".<br>
""The Island of Dr. Moreau"" has approximately the same word count as the Project Gutenberg version."
61716,"Thrilling Wonder Stories, February 1947",http://www.philsp.com/data/images/t/thrilling_wonder_stories_194702.jpg,"Sam Merwin, Jr.","Standard Magazines, Inc.",1947-02-00,$0.15,116,pulp,TWONSFEB1947,MAGAZINE,"Vol. XXIX, No. 3.
Cover illustrates ""Trouble on Titan"".
Tuck and Ashley credit Merwin as the editor."
1031311,"Astounding Science Fiction, October 1947",https://isfdb.org/wiki/images/6/6c/STNDNGSCNG1947.jpg,"John W. Campbell, Jr.",Atlas Publishing and Distribution Co. Ltd,1947-10-00,-/9,64,pulp,STNDNGSCNG1947,MAGAZINE,"Vol. V No. 12
6&#8243; x 8.75&#8243;, cover: Home of the Gods after <a href=""https://www.isfdb.org/cgi-bin/title.cgi?1713389"">William Timmins</a> indicating a repainting of the original US cover by an unknown artist.
Partial reprint of the April 1947 (US) issue.
Data from FictionMags and a scan of the Australian edition."
1032002,"Astounding Science Fiction, October 1947",https://isfdb.org/wiki/images/0/07/STNDNGSCNJ1947.jpg,"John W. Campbell, Jr.",Atlas Publishing and Distribution Co. Ltd,1947-10-00,A1/1.5,64,pulp,STNDNGSCNJ1947,MAGAZINE,"Vol. V No. 12
6&#8243; x 8.75&#8243;, cover: Home of the Gods after <a href=""https://www.isfdb.org/cgi-bin/title.cgi?1713389"">William Timmins</a> indicating a repainting of the original US cover by an unknown artist.
Partial reprint of the April 1947 (US) issue.
Data from FictionMags."
60680,"Startling Stories, July 1947",https://www.isfdb.org/wiki/images/5/59/STARTLJUL1947.jpg,"Sam Merwin, Jr.","Better Publications, Inc.; Chicago",1947-07-00,$0.15,116,pulp,STARTLJUL1947,MAGAZINE,"Vol. 15, No. 3.
Cover illustrates ""The Kingdom of the Blind"".
Tuck and Ashley credit Merwin as the editor.
The Marchoni artwork credit for ""Dream's End"" is based upon a difficult to read signature."
61684,"Thrilling Wonder Stories, August 1948",https://www.isfdb.org/wiki/images/2/2d/TWONSAUG1948.jpg,"Sam Merwin, Jr.","Standard Magazines, Inc.",1948-08-00,$0.20,148,pulp,TWONSAUG1948,MAGAZINE,"Vol XXXII, No 3. Cover illustrates ""The Ionian Cycle."""
257170,"Treasury of Great Science Fiction Stories, Number 1",https://www.isfdb.org/wiki/images/6/68/TRSRFGRTSC1964.jpg,"Jim Hendryx, Jr.","Popular Library, Inc.",1964-00-00,$0.50,100,pulp,TRSRFGRTSC1964,MAGAZINE,Attributions for interior art from signature if present and legible.
1031460,"Astounding Science Fiction, June 1950",https://isfdb.org/wiki/images/5/5f/STNDNGSCNG1950.jpg,"John W. Campbell, Jr.",Atlas Publishing and Distribution Co. Ltd,1950-06-00,-/9,64,pulp,STNDNGSCNG1950,MAGAZINE,"Vol. VII No. 4
Cover: Private Eye after <a href=""https://www.isfdb.org/cgi-bin/title.cgi?1484130"">Hubert Rogers</a>.
Partial reprint of the January 1949 (US) issue plus one story from the August 1949 (US) issue. Data from FictionMags"
59994,"Planet Stories, Fall 1950",https://www.isfdb.org/wiki/images/e/ee/PLANETFALL1950.JPG,Jerome Bixby,"Love Romances Publishing Co., Inc.",1950-08-00,$0.20,116,pulp,PLANETFALL1950,MAGAZINE,"Vol 4, No 8. Cover illustration untitled. Attributions for illustrations from credit or signatures using most complete form of the artists' names in this issue. Publication month from Ashley's ""The Time Machines""."
60013,"Planet Stories, November 1950",https://www.isfdb.org/wiki/images/9/9e/PLANETNOV1950.JPG,Jerome Bixby,"Love Romances Publishing Co., Inc.",1950-11-00,$0.20,116,pulp,PLANETNOV1950,MAGAZINE,"Vol 4, No 9. Cover illustration untitled. Attributions for illustrations from credit or signatures using most complete form of the artists' names in this issue.<br>
Cover illustration per Miller/Contento."
60672,"Startling Stories, January 1951",https://www.isfdb.org/wiki/images/4/47/STARTLJAN1951.jpg,"Sam Merwin, Jr.","Better Publications, Inc.; Springfield, MA",1951-01-00,$0.25,164,pulp,STARTLJAN1951,MAGAZINE,"Vol. 22, No. 3.<br>The editor is uncredited but both Day and Ashley credit Merwin.<br>The cover is uncredited but Contento, Ashley, and Strauss credit Bergey.<br>Artwork credits based on signatures."
58045,"Famous Fantastic Mysteries, March 1951",http://www.philsp.com/data/images/f/famous_fantastic_mysteries_195103.jpg,Mary Gnaedinger,"All-Fiction Field, Inc.",1951-03-00,$0.25,116,pulp,FAMFANMYSMAR1951,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58028"">Jan. 1951</a>&#8592;Mar. 1951&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?58046"">May 1951</a><br/>
<!--isfdb specific-->
Vol. 12, No. 3<br>""In the Next Issue"" is signed ""Mary Gnaedinger, Editor"".<br>There is no interior artwork.<br>The cover artist is uncertain. Strauss credits Bud Parker while Contento credits Lawrence."
60392,"Science Fiction Quarterly, November 1951",http://www.philsp.com/data/images/s/science_fiction_quarterly_195111.jpg,Robert A. W. Lowndes,"Columbia Publications, Inc.; Holyoke, MA",1951-11-00,$0.25,132,pulp,SCIFIQNOV1951,MAGAZINE,"Vol 1, No 3. Cover illustrates ""Fugue"". Finlay, Kiemle, Luros, and Poulton are credited as interior artists on the table of contents but none of the pieces are signed and there is nothing in the style of Finlay. ""Destination Moon"" is reviewed in ""The Way I Saw It""."
60387,"Science Fiction Quarterly, May 1953",https://www.isfdb.org/wiki/images/f/f6/SCIFIQMAY1953.jpg,Robert A. W. Lowndes,"Columbia Publications, Inc.; Holyoke, MA",1953-05-00,$0.25,132,pulp,SCIFIQMAY1953,MAGAZINE,"Vol 2, No 3. Cover illustrates ""The World She Wanted"". Beecham, Luros, Murphy, and Orban are credited as interior artists on the table of contents."
56264,"Amazing Stories, August-September 1953",https://isfdb.org/wiki/images/5/5b/AMAZAUGSEP1953.jpg,Howard Browne,Ziff-Davis Publishing Company,1953-08-00,$0.35,164,pulp,AMAZAUGSEP1953,MAGAZINE,"Vol 27, No 6. Crossen's first name is spelled incorrectly on the cover, table of contents, and title page of his story. ""Or Else"" is listed as by Kuttner only."
354670,"Fantasy Magazine, June 1936",http://www.philsp.com/data/images/f/fantasy_193606.jpg,Julius Schwartz,Conrad H. Ruppert,1936-06-00,$0.15,36,pulp,FNTSMGZNJB1936,FANZINE,"v6 #3, No.37"
281188,"The Arkham Sampler, Winter 1949",https://www.isfdb.org/wiki/images/9/99/ARKHAMSAMPWIN1949.jpg,August Derleth,Arkham House,1949-00-00,$1.00,100,pulp,ARKHAMSAMPWIN1949,MAGAZINE,"All Science-Fiction Issue
editor not credited, listed as Derleth in ""Sixty Years of Arkham House"" by S.T. Joshi, Arkham House, 1999; Clyne credit also from Joshi"
731111,"Two Complete Detective Books, Summer 1951",http://www.philsp.com/data/images/t/two_complete_detective_books_1951sum.jpg,Editors of Two Complete Detective Books,Real Adventures,1951-00-00,$0.25,144,pulp,TWCMPLTDTB1951,MAGAZINE,"<ul>
<li>All publishing data from philsp.com as of 2019-09-07.
<li>Sixty-eighth issue.
<li>Edited by Jack Byrne.
</ul>"
61852,"Unknown, October 1939",http://www.philsp.com/data/images/u/unknown_193910.jpg,"John W. Campbell, Jr.","Street & Smith Publications, Inc.",1939-10-00,$0.20,164,pulp,UNKNOWNOCT1939,MAGAZINE,"Volume II, Number 2<br>
Cover illustration for ""The Elder Gods"" (untitled in the magazine).
Interior art by Gilmore, Isip, Kirchner, and Wesso, as credited on the contents page.<br>
The individual works of M. Isip and R. Isip have been credited in this record based on a visible artist's signature. The exceptions are the pieces on pages 9 and 61 that, although there is no visible artist signature, have been credited based on the other pieces illustrating the same story. <br>
<a href=""http://www.unz.org/Pub/Unknown-1939oct"">Unknown Worlds, October 1939</a> on UNZ.org."
61823,"Unknown Fantasy Fiction, June 1940",http://www.philsp.com/data/images/u/unknown_194006.jpg,"John W. Campbell, Jr.","Street & Smith Publications, Inc.",1940-06-00,$0.20,164,pulp,UNKNOWNJUN1940,MAGAZINE,"Volume III, Number 4
Interior art by Cartier, R. Isip, Kolliker, and Kramer.
The first two illustrations for ""But Without Horns"" printed in two colors.
<a href=""http://www.unz.org/Pub/Unknown-1940jun"">Unknown Fantasy Fiction, June 1940</a> on UNZ.org."
61819,"Unknown, December 1940",http://www.philsp.com/visco/Magazines/UNK/UNK_0022.jpg,"John W. Campbell, Jr.","Street & Smith Publications, Inc.",1940-12-00,$0.20,164,pulp,UNKNOWNDEC1940,MAGAZINE,"Volume IV, Number 4<br>
No cover art. Interior art by Cartier and Isip.<br>
Miller/Contento gives ""Darker Than You Think"" as a novel."
387522,"Oriental Stories, Spring 1932",https://www.isfdb.org/wiki/images/b/b4/RNTLSTRSSP1932.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1932-00-00,$0.25,148,pulp,RNTLSTRSSP1932,MAGAZINE,"Volume 2, number 2.<br>Page numbers do not include covers. Page numbers continuous through volume, this issue begins on page 145.<br>""The Souk"" is a combined editorial and letters to the editor."
387288,"Oriental Stories, Spring 1932",https://www.isfdb.org/wiki/images/0/01/RNTLSTRSSP2006.jpg,Farnsworth Wright,Girasol Collectables,2006-10-00,$25.00,148,pulp,RNTLSTRSSP2006,ANTHOLOGY,"Published by Neil and Leigh Mechem of Mississauga, Ontario, Canada.<br>Facsimile; only the inside of the front cover and the high quality paper differ from the original.<br>Volume 2, number 2. Original price $0.25.<br>Page numbers do not include covers. First page this issue is 145.<br>""The Souk"" is a combined editorial and letters to the editor."
387523,"Oriental Stories, Summer 1932",https://www.isfdb.org/wiki/images/9/9d/RNTLSTRSSM1932.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1932-00-00,$0.25,148,pulp,RNTLSTRSSM1932,MAGAZINE,"Volume 2, number 3.<br>
Page numbers do not include covers. Page numbers are continuous through volume, this issue begins on p. 289. <br>
""The Souk"" is a combined editorial and letters to the editor."
387510,"Oriental Stories, Summer 1932",https://www.isfdb.org/wiki/images/0/0a/RNTLSTRSSB2006.jpg,Farnsworth Wright,Girasol Collectables,2006-11-00,$25.00,148,pulp,RNTLSTRSSB2006,ANTHOLOGY,"Published by Neil and Leigh Mechem of Mississauga, Ontario, Canada.<br>Facsimile; only the inside of the front cover and the high quality paper differ from the original.<br>Volume 2, number 3. Original price $0.25.<br>Page numbers do not include covers. First page this issue is 289.<br>""The Souk"" is a combined editorial and letters to the editor."
62012,"Weird Tales, June 1935",http://www.philsp.com/data/images/w/weird_tales_193506.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1935-06-00,$0.25,132,pulp,WEIRDTJUN1935,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62059"">May 1935</a>&#8592; Jun. 1935&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61982"">Jul. 1935</a>
<!--isfdb specific-->
Volume 25, Number 6.
Page numbers run from 657 to 784 excluding covers."
62031,"Weird Tales, March 1937",http://www.philsp.com/data/images/w/weird_tales_193703.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1937-03-00,$0.25,132,pulp,WEIRDTMAR1937,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61938"">Feb. 1937</a>&#8592; Mar. 1937&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61884"">Apr. 1937</a>
<!--isfdb specific-->
Volume 29, Number 3.
Pages run 257-384 excluding covers.
Interior art credit for ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>."
61956,"Weird Tales, January 1938",http://www.philsp.com/data/images/w/weird_tales_193801.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1938-01-00,$0.25,132,pulp,WEIRDTJAN1938,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61916"">Dec. 1937</a>&#8592; Jan. 1938&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61939"">Feb. 1938</a>
<!--isfdb specific-->
Volume 31, Number 1.
Interior art credit for ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>."
304045,"Strange Stories, February 1940",http://www.philsp.com/data/images/s/strange_stories_194002.jpg,uncredited,"Better Publications, Inc.",1940-02-00,$0.15,132,pulp,STRNGSTRSF1940,MAGAZINE,
62097,"Weird Tales, November 1940",http://www.philsp.com/data/images/w/weird_tales_194011.jpg,D. McIlwraith,Weird Tales,1940-11-00,$0.15,132,pulp,WEIRDTNOV1940,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62142"">Sep. 1940</a>&#8592; Nov. 1940&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61959"">Jan. 1941</a>
<!--isfdb specific-->
Vol. 35, No. 6.
Interior art credit for ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>."
304049,"Strange Stories, December 1940",http://www.philsp.com/data/images/s/strange_stories_194012.jpg,uncredited,"Better Publications, Inc.",1940-12-00,$0.10,100,pulp,STRNGSTRSD1940,MAGAZINE,
62035,"Weird Tales, March 1941",http://www.philsp.com/data/images/w/weird_tales_194103.jpg,D. McIlwraith,Weird Tales,1941-03-00,$0.15,132,pulp,WEIRDTMAR1941,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61959"">Jan. 1941</a>&#8592; Mar. 1941&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62065"">May 1941</a><br/>
<!--isfdb specific-->
Vol. 35, No. 8.<br>
Interior art credits for ""The Man Who Loved Planks"" and ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>."
62143,"Weird Tales, September 1941",http://www.philsp.com/data/images/w/weird_tales_194109.jpg,D. McIlwraith,Weird Tales,1941-09-00,$0.15,132,pulp,WEIRDTSEP1941,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61987"">Jul. 1941</a>&#8592; Sep. 1941&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62098"">Nov. 1941</a>
<!--isfdb specific-->
Vol. 36, No. 1.
Interior art credits for ""Unhallowed Holiday"" and ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>."
61960,"Weird Tales, January 1942",http://www.philsp.com/data/images/w/weird_tales_194201.jpg,D. McIlwraith,Weird Tales,1942-01-00,$0.15,132,pulp,WEIRDTJAN1942,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62098"">Nov. 1941</a>&#8592; Jan. 1942&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62036"">Mar. 1942</a>
<!--isfdb specific-->
Vol. 36, No. 3.
Cover miss-match in Randy Broecker's ""Fantasy of the 20th Century"" with artist attribution on pg 51. The Canadian issue featured ""Edmond Good"" doing <b>The Shadow over Innsmouth</b> dated May 1942.
Interior art credits for ""The White Lady"" and ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>.
Cover artist credit per Miller/Contento. Jaffery & Cook credit it to ""Etta"". The signature on the cover appears to be ""atta"". There is no credit in the issue."
399167,"Weird Tales, May 1942",http://www.philsp.com/data/images/w/weird_tales_canada_194205.jpg,uncredited,American News Co.,1942-05-00,C$0.20,132,pulp,WRDTLSMZLB1942,MAGAZINE,v36 # 3
62066,"Weird Tales, May 1942",http://www.philsp.com/data/images/w/weird_tales_194205.jpg,D. McIlwraith,Weird Tales,1942-05-00,$0.15,132,pulp,WEIRDTMAY1942,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62036"">Mar. 1942</a>&#8592; May 1942&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61988"">Jul. 1942</a>
<!--isfdb specific-->
Vol. 36, No. 5.
Interior art credit for ""Stoneman's Memorial"", ""The Giant in a Test Tube"", ""Vengeance in Her Bones"" and ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>."
62068,"Weird Tales, May 1944",http://www.philsp.com/data/images/w/weird_tales_194405.jpg,D. McIlwraith,Weird Tales,1944-05-00,$0.15,100,pulp,WEIRDTMAY1944,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62038"">Mar. 1944</a>&#8592; May 1944&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61990"">Jul. 1944</a><br/>
<!--isfdb specific-->
Vol. 37, No. 5.<br>
Interior art credit for ""The Eyrie"" per Jaffery & Cook <i>The Collector's Index to Weird Tales</i>."
58108,"Fantastic Adventures, January 1945",http://www.philsp.com/data/images/f/fantastic_adventures_194501.jpg,Raymond A. Palmer,Ziff-Davis Publishing Company,1945-01-00,$0.25,212,pulp,FANTADJAN1945,MAGAZINE,"Vol 7, No 1."
62070,"Weird Tales, May 1946",https://www.collectorshowcase.fr/images2/weird_4605.jpg,D. McIlwraith,Weird Tales,1946-05-00,$0.15,100,pulp,WEIRDTMAY1946,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62040"">Mar. 1946</a>&#8592; May 1946&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61992"">Jul. 1946</a><br/>
<!--isfdb specific-->
Vol. 39, No. 5.<br>
Jaffery and Cook in <i>The Collector's Index to Weird Tales</i> list the interior art credit for ""The Haunted Stairs"" to ""Knight"" and it is signed ""d Knight"". Assuming Damon Knight.<br/>
The interior art credits for ""The Nixie's Pool"" and ""The Eyrie"" are from Jaffery and Cook"
62150,"Weird Tales, September 1948",http://www.philsp.com/data/images/w/weird_tales_194809.jpg,D. McIlwraith,Weird Tales,1948-09-00,$0.20,100,pulp,WEIRDTSEP1948,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61994"">Jul. 1948</a>&#8592; Sep. 1948&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62105"">Nov. 1948</a><br/>
<!--isfdb specific-->
Vol. 40, No. 6."
62151,"Weird Tales, September 1949",http://www.philsp.com/data/images/w/weird_tales_194909.jpg,D. McIlwraith,Weird Tales,1949-09-00,$0.25,100,pulp,WEIRDTSEP1949,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61995"">Jul. 1949</a>&#8592; Sep. 1949&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62106"">Nov. 1949</a><br/>
<!--isfdb specific-->
Vol. 41, No. 6"
62109,"Weird Tales, November 1952",http://www.philsp.com/data/images/w/weird_tales_195211.jpg,D. McIlwraith,Weird Tales,1952-11-00,$0.25,100,pulp,WEIRDTNOV1952,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?62154"">Sep. 1952</a>&#8592; Nov. 1952&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61971"">Jan. 1953</a><br/>
<!--isfdb specific-->
Vol. 44, No. 7.<br>
Art credit for ""The Eyrie"" per Jaffery and Cook, <i>The Collector's Index to Weird Tales</i>"
61952,"Weird Tales, January 1934",http://www.philsp.com/data/images/w/weird_tales_193401.jpg,Farnsworth Wright,Popular Fiction Publishing Co.,1934-01-00,$0.25,148,pulp,WEIRDTJAN1934,MAGAZINE,"<!--isfdb specific-->
<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61912"">Dec. 1933</a>&#8592; Jan. 1934&#8594;<a href=""http://www.isfdb.org/cgi-bin/pl.cgi?61935"">Feb. 1934</a>
<!--isfdb specific-->
Volume 23, Number 1.
Data from a facsimile of this issue."
